english,minihongo,japanese,english_litteral,example_minihongo,example_english,page,category
"first, beginning",一番前の時,最初,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 数と数え方 (Numbers & Counting)
"last, final",一番後の時,最後,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 数と数え方 (Numbers & Counting)
"total, sum",全部の数,合計,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 数と数え方 (Numbers & Counting)
"average, mean",全部を一つにした数,平均,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 数と数え方 (Numbers & Counting)
family,家の人たち,家族,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
older brother,男の上の子供,兄,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
younger brother,男の下の子供,弟,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
older sister,女の上の子供,姉,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
younger sister,女の下の子供,妹,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
husband,女の人の男,夫,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
wife,男の人の女,妻,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
son,私の男の子供,息子,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
daughter,私の女の子供,娘,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
parent,子供の父または母,親,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
grandfather,父の父,祖父,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
grandmother,父の母,祖母,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
grandchild,子供の子供,孫,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
friend,よく会う好きな人,友達,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
romantic partner,とても好きな人,恋人,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
he / boyfriend,あの男の人,彼,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
she / girlfriend,あの女の人,彼女,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
senior / upperclassman,前からいる人,先輩,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
junior / underclassman,後から来た人,後輩,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
companion / fellow member,よく会う人たち,仲間,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
neighbor,近くにいる人,隣人,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
partner / opponent,会っている人,相手,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
everyone,全部の人,皆,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
baby,まだ大きくなっていない子供,赤ちゃん,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
young person,年が少しの人,若者,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
elderly person,年が多い人,老人,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
adult,大きくなった人,大人,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
teacher,教える人,先生,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
doctor,体を助ける人,医者,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
police,悪いことをする人を止める人,警察,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
soldier,戦う人,兵士,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
king,国で高い人,王,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
god / deity,とても強い上にいる人,神,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
citizen,その国にいる人,市民,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
nationals / people of a country,その国の全部の人,国民,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
enemy,戦う悪い人,敵,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
ally,よく助けてくれる人,味方,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
victim,悪いことをされた人,被害者,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
criminal / culprit,悪いことをした人,犯人,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
foreigner,外の国から来た人,外国人,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
tourist,その場所を見に来た人,観光客,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
passenger,動く物の中にいる人,乗客,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
patient (medical),体が悪い人,患者,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
athlete / player,選ばれた人,選手,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
singer,口から音を出す人,歌手,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
author / writer,本を作る人,作家,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
painter / artist,きれいな物を作る人,画家,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
boss / superior,上にいる人,上司,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
subordinate,下にいる人,部下,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
customer / guest,来た人,客,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 人と関係 (People & Relationships)
happy / glad,良いことがあった心,嬉しい,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
lonely,一人で悲しい,寂しい,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
embarrassed / shy,人に見られたくない心,恥ずかしい,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
painful / agonizing,体も心もとても悪い,苦しい,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
hard / tough / painful,とても悲しくて悪い,辛い,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
kind / gentle,人に良くする心がある,優しい,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
strict / harsh,とても強くて悪いことを止める,厳しい,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
honest / obedient,変なことをしない良い心,素直,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
serious / diligent,良くしようと考える人,真面目,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
energetic / well,体も心も良い,元気,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
happiness / fortune,良いことが多くある心,幸せ,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
anxiety / unease,これから悪いことが来るかもしれないと思う心,不安,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
worry / concern,悪いことが起こるかもと考える,心配,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
nervousness / tension,怖くて体が動きにくい,緊張,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
being moved / deeply touched,心が大きく動く,感動,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
gratitude / thanks,ありがとうと思う心,感謝,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
regret,前にしたことが悪かったと思う,後悔,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
self-confidence,私は良いと思う強い心,自信,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
expectation / anticipation,良いことが来ると思って待つ,期待,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
hope / wish,良いことが起こってほしいと思う,希望,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
despair,良いことはないと思う,絶望,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
interest / curiosity,もっと知りたいと思う心,興味,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
boredom,楽しいことが何もない,退屈,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
to be surprised,知らなかったことが起こって感じる,驚く,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
to be troubled,どうすればいいか思えなくて悪い,困る,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 気持ちと性格 (Emotions & Personality)
